0.0470588,0.0588235,0.0470588,0.0352941,0.0470588,0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0
0.0588235,0.0470588,0.0352941,0.0470588,0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588
0.0470588,0.0352941,0.0470588,0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294
0.0352941,0.0470588,0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647
0.0470588,0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294
0.0352941,0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529
0.0588235,0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294
0.0352941,0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294
0.0117647,0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294
0,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647
0.0117647,0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647
0.0117647,0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941
0.0117647,0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294
0,0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647
0.0235294,0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647
0.0235294,0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647
0.0235294,0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647
0.0117647,0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0
0.0235294,0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294
0.0235294,0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0117647
0.0470588,0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0117647,0.0117647
0.0235294,0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0117647,0.0117647,0.0705882
0.0117647,0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0117647,0.0117647,0.0705882,0.0235294
0,0.0352941,0.0352941,0.0352941,0.0117647,0.0117647,0.0117647,0,0.0117647,0.0117647,0.0352941,0.0352941,0,0.0117647,0.0588235,0.117647,0.0823529,0.0823529,0.0705882,0.0705882,0.0235294,0,0,0.0235294,0.0588235,0.0588235,0.0352941,0.0235294,0.0352941,0,0,0.176471,0.2,0.0235294,0.117647,0.152941,0.0352941,0.0823529,0,0,0,0.0470588,0.0235294,0.0117647,0.0235294,0.0823529,0.0235294,0.0235294,0.0235294,0.0117647,0.0117647,0.0352941,0.0235294,0.0117647,0.0117647,0.0117647,0.0117647,0,0.0235294,0.0117647,0.0117647,0.0705882,0.0235294,0.0352941
